"","sub","trial","rt","rtcs","rtc","expname","pictname","objnr","catnr","itnr","setpos","rep","simseq","aoa_set","homhet","setno","randrf"
"1270",4,27,562,"/",1,"aoa1","jumper.pla",13,4,26,2,2,2,1,1,4,3142
"1271",4,28,492,"/",1,"aoa1","shoe.pla",16,4,26,3,2,2,1,1,4,3142
"1272",4,29,518,"/",1,"aoa1","trousers.pla",14,4,26,4,2,2,1,1,4,3142
"1273",4,30,623,"/",1,"aoa1","jumper.pla",13,4,27,1,3,2,1,1,4,1324
"1274",4,31,552,"/",1,"aoa1","dress.pla",15,4,27,2,3,2,1,1,4,1324
"1275",4,32,437,"/",1,"aoa1","trousers.pla",14,4,27,3,3,2,1,1,4,1324
"1276",4,33,425,"/",1,"aoa1","shoe.pla",16,4,27,4,3,2,1,1,4,1324
"1277",4,34,429,"/",1,"aoa1","trousers.pla",14,4,28,1,4,2,1,1,4,2413
"1278",4,35,431,"/",1,"aoa1","shoe.pla",16,4,28,2,4,2,1,1,4,2413
"1279",4,36,503,"/",1,"aoa1","jumper.pla",13,4,28,3,4,2,1,1,4,2413
"1280",4,37,499,"/",1,"aoa1","dress.pla",15,4,28,4,4,2,1,1,4,2413
"1281",4,38,421,"/",1,"aoa1","shoe.pla",16,4,29,1,5,2,1,1,4,4321
"1282",4,39,504,"/",1,"aoa1","dress.pla",15,4,29,2,5,2,1,1,4,4321
"1283",4,40,460,"/",1,"aoa1","trousers.pla",14,4,29,3,5,2,1,1,4,4321
"1284",4,41,499,"/",1,"aoa1","jumper.pla",13,4,29,4,5,2,1,1,4,4321
"1285",4,42,469,"/",1,"aoa1","trousers.pla",14,4,30,1,6,2,1,1,4,2143
"1286",4,43,590,"/",1,"aoa1","jumper.pla",13,4,30,2,6,2,1,1,4,2143
"1287",4,44,461,"/",1,"aoa1","shoe.pla",16,4,30,3,6,2,1,1,4,2143
"1288",4,45,542,"/",1,"aoa1","dress.pla",15,4,30,4,6,2,1,1,4,2143
"1289",4,46,430,"/",1,"aoa1","spider.pla",1,1,89,1,1,2,1,2,12,1234
"1290",4,47,553,"/",1,"aoa1","pear.pla",6,2,89,2,1,2,1,2,12,1234
"1291",4,48,491,"/",1,"aoa1","ladder.pla",12,3,89,3,1,2,1,2,12,1234
"1292",4,49,583,"/",1,"aoa1","dress.pla",15,4,89,4,1,2,1,2,12,1234
"1293",4,50,526,"/",1,"aoa1","ladder.pla",12,3,90,1,2,2,1,2,12,3412
"1294",4,51,516,"/",1,"aoa1","dress.pla",15,4,90,2,2,2,1,2,12,3412
"1295",4,52,427,"/",1,"aoa1","spider.pla",1,1,90,3,2,2,1,2,12,3412
"1296",4,53,542,"/",1,"aoa1","pear.pla",6,2,90,4,2,2,1,2,12,3412
"1297",4,54,550,"/",1,"aoa1","dress.pla",15,4,91,1,3,2,1,2,12,4321
"1298",4,55,510,"/",1,"aoa1","ladder.pla",12,3,91,2,3,2,1,2,12,4321
"1299",4,56,623,"/",1,"aoa1","pear.pla",6,2,91,3,3,2,1,2,12,4321
"1300",4,57,545,"/",1,"aoa1","spider.pla",1,1,91,4,3,2,1,2,12,4321
"1301",4,58,645,"/",1,"aoa1","pear.pla",6,2,92,1,4,2,1,2,12,2143
"1302",4,59,456,"/",1,"aoa1","spider.pla",1,1,92,2,4,2,1,2,12,2143
"1303",4,60,594,"/",1,"aoa1","dress.pla",15,4,92,3,4,2,1,2,12,2143
"1304",4,61,549,"/",1,"aoa1","ladder.pla",12,3,92,4,4,2,1,2,12,2143
"1305",4,62,433,"/",1,"aoa1","spider.pla",1,1,93,1,5,2,1,2,12,1324
"1306",4,63,523,"/",1,"aoa1","ladder.pla",12,3,93,2,5,2,1,2,12,1324
"1307",4,64,591,"/",1,"aoa1","pear.pla",6,2,93,3,5,2,1,2,12,1324
"1308",4,65,484,"/",1,"aoa1","dress.pla",15,4,93,4,5,2,1,2,12,1324
"1309",4,66,561,"/",1,"aoa1","pear.pla",6,2,94,1,6,2,1,2,12,2413
"1310",4,67,536,"/",1,"aoa1","dress.pla",15,4,94,2,6,2,1,2,12,2413
"1311",4,68,470,"/",1,"aoa1","spider.pla",1,1,94,3,6,2,1,2,12,2413
"1312",4,69,505,"/",1,"aoa1","ladder.pla",12,3,94,4,6,2,1,2,12,2413
"1313",4,70,626,"/",1,"aoa1","frog.pla",4,1,1,1,1,2,1,1,1,4123
"1314",4,71,487,"/",1,"aoa1","spider.pla",1,1,1,2,1,2,1,1,1,4123
"1315",4,72,561,"/",1,"aoa1","rabbit.pla",2,1,1,3,1,2,1,1,1,4123
"1316",4,73,538,"/",1,"aoa1","lion.pla",3,1,1,4,1,2,1,1,1,4123
"1317",4,74,505,"/",1,"aoa1","spider.pla",1,1,2,1,2,2,1,1,1,1432
"1318",4,75,550,"/",1,"aoa1","frog.pla",4,1,2,2,2,2,1,1,1,1432
"1319",4,76,503,"/",1,"aoa1","lion.pla",3,1,2,3,2,2,1,1,1,1432
"1320",4,77,489,"/",1,"aoa1","rabbit.pla",2,1,2,4,2,2,1,1,1,1432
"1321",4,78,499,"/",1,"aoa1","lion.pla",3,1,3,1,3,2,1,1,1,3241
"1322",4,79,494,"/",1,"aoa1","rabbit.pla",2,1,3,2,3,2,1,1,1,3241
"1323",4,80,511,"/",1,"aoa1","frog.pla",4,1,3,3,3,2,1,1,1,3241
"1324",4,81,393,"/",1,"aoa1","spider.pla",1,1,3,4,3,2,1,1,1,3241
"1325",4,82,511,"/",1,"aoa1","rabbit.pla",2,1,4,1,4,2,1,1,1,2314
"1326",4,83,530,"/",1,"aoa1","lion.pla",3,1,4,2,4,2,1,1,1,2314
"1327",4,84,499,"/",1,"aoa1","spider.pla",1,1,4,3,4,2,1,1,1,2314
"1328",4,85,632,"/",1,"aoa1","frog.pla",4,1,4,4,4,2,1,1,1,2314
"1329",4,86,432,"/",1,"aoa1","lion.pla",3,1,5,1,5,2,1,1,1,3142
"1330",4,87,519,"/",1,"aoa1","spider.pla",1,1,5,2,5,2,1,1,1,3142
"1331",4,88,588,"/",1,"aoa1","frog.pla",4,1,5,3,5,2,1,1,1,3142
"1332",4,89,504,"/",1,"aoa1","rabbit.pla",2,1,5,4,5,2,1,1,1,3142
"1333",4,90,500,"/",1,"aoa1","frog.pla",4,1,6,1,6,2,1,1,1,4321
"1334",4,91,496,"/",1,"aoa1","lion.pla",3,1,6,2,6,2,1,1,1,4321
"1336",4,93,458,"/",1,"aoa1","spider.pla",1,1,6,4,6,2,1,1,1,4321
"1337",4,94,595,"/",1,"aoa1","ptbrush.pla",9,3,65,1,1,2,1,2,9,3124
"1338",4,95,566,"/",1,"aoa1","frog.pla",4,1,65,2,1,2,1,2,9,3124
"1339",4,96,445,"/",1,"aoa1","banana.pla",5,2,65,3,1,2,1,2,9,3124
"1340",4,97,567,"/",1,"aoa1","trousers.pla",14,4,65,4,1,2,1,2,9,3124
"1341",4,98,539,"/",1,"aoa1","frog.pla",4,1,66,1,2,2,1,2,9,1243
"1342",4,99,414,"/",1,"aoa1","banana.pla",5,2,66,2,2,2,1,2,9,1243
"1343",4,100,429,"/",1,"aoa1","trousers.pla",14,4,66,3,2,2,1,2,9,1243
"1344",4,101,529,"/",1,"aoa1","ptbrush.pla",9,3,66,4,2,2,1,2,9,1243
"1345",4,102,466,"/",1,"aoa1","banana.pla",5,2,67,1,3,2,1,2,9,2134
"1346",4,103,536,"/",1,"aoa1","frog.pla",4,1,67,2,3,2,1,2,9,2134
"1347",4,104,526,"/",1,"aoa1","ptbrush.pla",9,3,67,3,3,2,1,2,9,2134
"1348",4,105,449,"/",1,"aoa1","trousers.pla",14,4,67,4,3,2,1,2,9,2134
"1349",4,106,548,"/",1,"aoa1","frog.pla",4,1,68,1,4,2,1,2,9,1342
"1350",4,107,533,"/",1,"aoa1","ptbrush.pla",9,3,68,2,4,2,1,2,9,1342
"1351",4,108,489,"/",1,"aoa1","trousers.pla",14,4,68,3,4,2,1,2,9,1342
"1352",4,109,594,"/",1,"aoa1","banana.pla",5,2,68,4,4,2,1,2,9,1342
"1353",4,110,546,"/",1,"aoa1","ptbrush.pla",9,3,69,1,5,2,1,2,9,3421
"1354",4,111,469,"/",1,"aoa1","trousers.pla",14,4,69,2,5,2,1,2,9,3421
"1355",4,112,516,"/",1,"aoa1","banana.pla",5,2,69,3,5,2,1,2,9,3421
"1356",4,113,602,"/",1,"aoa1","frog.pla",4,1,69,4,5,2,1,2,9,3421
"1357",4,114,494,"/",1,"aoa1","trousers.pla",14,4,70,1,6,2,1,2,9,4213
"1358",4,115,456,"/",1,"aoa1","banana.pla",5,2,70,2,6,2,1,2,9,4213
"1359",4,116,571,"/",1,"aoa1","frog.pla",4,1,70,3,6,2,1,2,9,4213
"1360",4,117,613,"/",1,"aoa1","ptbrush.pla",9,3,70,4,6,2,1,2,9,4213
"1361",4,120,597,"/",1,"aoa1","rabbit.pla",2,1,73,1,1,2,1,2,10,1432
"1362",4,121,517,"/",1,"aoa1","shoe.pla",16,4,73,2,1,2,1,2,10,1432
"1363",4,122,504,"/",1,"aoa1","hammer.pla",11,3,73,3,1,2,1,2,10,1432
"1364",4,123,470,"/",1,"aoa1","carrot.pla",8,2,73,4,1,2,1,2,10,1432
"1365",4,124,476,"/",1,"aoa1","shoe.pla",16,4,74,1,2,2,1,2,10,4213
"1366",4,125,490,"/",1,"aoa1","carrot.pla",8,2,74,2,2,2,1,2,10,4213
"1367",4,126,542,"/",1,"aoa1","rabbit.pla",2,1,74,3,2,2,1,2,10,4213
"1368",4,127,521,"/",1,"aoa1","hammer.pla",11,3,74,4,2,2,1,2,10,4213
"1369",4,128,430,"/",1,"aoa1","carrot.pla",8,2,75,1,3,2,1,2,10,2341
"1370",4,129,522,"/",1,"aoa1","hammer.pla",11,3,75,2,3,2,1,2,10,2341
"1371",4,130,452,"/",1,"aoa1","shoe.pla",16,4,75,3,3,2,1,2,10,2341
"1372",4,131,525,"/",1,"aoa1","rabbit.pla",2,1,75,4,3,2,1,2,10,2341
"1373",4,132,549,"/",1,"aoa1","hammer.pla",11,3,76,1,4,2,1,2,10,3124
"1374",4,133,501,"/",1,"aoa1","rabbit.pla",2,1,76,2,4,2,1,2,10,3124
"1375",4,134,527,"/",1,"aoa1","carrot.pla",8,2,76,3,4,2,1,2,10,3124
"1376",4,135,423,"/",1,"aoa1","shoe.pla",16,4,76,4,4,2,1,2,10,3124
"1377",4,136,518,"/",1,"aoa1","rabbit.pla",2,1,77,1,5,2,1,2,10,1432
"1378",4,137,437,"/",1,"aoa1","shoe.pla",16,4,77,2,5,2,1,2,10,1432
"1379",4,138,585,"/",1,"aoa1","hammer.pla",11,3,77,3,5,2,1,2,10,1432
"1381",4,140,566,"/",1,"aoa1","hammer.pla",11,3,78,1,6,2,1,2,10,3124
"1382",4,141,486,"/",1,"aoa1","rabbit.pla",2,1,78,2,6,2,1,2,10,3124
"1383",4,142,496,"/",1,"aoa1","carrot.pla",8,2,78,3,6,2,1,2,10,3124
"1384",4,143,484,"/",1,"aoa1","shoe.pla",16,4,78,4,6,2,1,2,10,3124
"1385",4,144,728,"/",1,"aoa1","pear.pla",6,2,9,1,1,2,1,1,2,2143
"1386",4,145,589,"/",1,"aoa1","banana.pla",5,2,9,2,1,2,1,1,2,2143
"1387",4,146,528,"/",1,"aoa1","carrot.pla",8,2,9,3,1,2,1,1,2,2143
"1388",4,147,520,"/",1,"aoa1","orange.pla",7,2,9,4,1,2,1,1,2,2143
"1390",4,149,562,"/",1,"aoa1","pear.pla",6,2,10,2,2,2,1,1,2,4231
"1391",4,150,484,"/",1,"aoa1","orange.pla",7,2,10,3,2,2,1,1,2,4231
"1392",4,151,500,"/",1,"aoa1","banana.pla",5,2,10,4,2,2,1,1,2,4231
"1393",4,152,501,"/",1,"aoa1","orange.pla",7,2,11,1,3,2,1,1,2,3124
"1394",4,153,580,"/",1,"aoa1","banana.pla",5,2,11,2,3,2,1,1,2,3124
"1395",4,154,520,"/",1,"aoa1","pear.pla",6,2,11,3,3,2,1,1,2,3124
"1396",4,155,534,"/",1,"aoa1","carrot.pla",8,2,11,4,3,2,1,1,2,3124
"1397",4,156,496,"/",1,"aoa1","banana.pla",5,2,12,1,4,2,1,1,2,1342
"1398",4,157,472,"/",1,"aoa1","orange.pla",7,2,12,2,4,2,1,1,2,1342
"1399",4,158,510,"/",1,"aoa1","carrot.pla",8,2,12,3,4,2,1,1,2,1342
"1400",4,159,593,"/",1,"aoa1","pear.pla",6,2,12,4,4,2,1,1,2,1342
"1401",4,160,524,"/",1,"aoa1","orange.pla",7,2,13,1,5,2,1,1,2,3214
"1402",4,161,540,"/",1,"aoa1","pear.pla",6,2,13,2,5,2,1,1,2,3214
"1403",4,162,520,"/",1,"aoa1","banana.pla",5,2,13,3,5,2,1,1,2,3214
"1404",4,163,470,"/",1,"aoa1","carrot.pla",8,2,13,4,5,2,1,1,2,3214
"1405",4,164,585,"/",1,"aoa1","banana.pla",5,2,14,1,6,2,1,1,2,1432
"1406",4,165,520,"/",1,"aoa1","carrot.pla",8,2,14,2,6,2,1,1,2,1432
"1407",4,166,534,"/",1,"aoa1","orange.pla",7,2,14,3,6,2,1,1,2,1432
"1408",4,167,529,"/",1,"aoa1","pear.pla",6,2,14,4,6,2,1,1,2,1432
"1409",4,168,547,"/",1,"aoa1","lion.pla",3,1,81,1,1,2,1,2,11,1234
"1410",4,169,518,"/",1,"aoa1","orange.pla",7,2,81,2,1,2,1,2,11,1234
"1411",4,170,579,"/",1,"aoa1","scissors.pla",10,3,81,3,1,2,1,2,11,1234
"1412",4,171,490,"/",1,"aoa1","jumper.pla",13,4,81,4,1,2,1,2,11,1234
"1413",4,172,479,"/",1,"aoa1","scissors.pla",10,3,82,1,2,2,1,2,11,3142
"1414",4,173,526,"/",1,"aoa1","lion.pla",3,1,82,2,2,2,1,2,11,3142
"1415",4,174,492,"/",1,"aoa1","jumper.pla",13,4,82,3,2,2,1,2,11,3142
"1416",4,175,496,"/",1,"aoa1","orange.pla",7,2,82,4,2,2,1,2,11,3142
"1417",4,176,518,"/",1,"aoa1","jumper.pla",13,4,83,1,3,2,1,2,11,4231
"1418",4,177,569,"/",1,"aoa1","orange.pla",7,2,83,2,3,2,1,2,11,4231
"1419",4,178,513,"/",1,"aoa1","scissors.pla",10,3,83,3,3,2,1,2,11,4231
"1420",4,179,565,"/",1,"aoa1","lion.pla",3,1,83,4,3,2,1,2,11,4231
"1421",4,180,550,"/",1,"aoa1","orange.pla",7,2,84,1,4,2,1,2,11,2314
"1422",4,181,526,"/",1,"aoa1","scissors.pla",10,3,84,2,4,2,1,2,11,2314
"1423",4,182,571,"/",1,"aoa1","lion.pla",3,1,84,3,4,2,1,2,11,2314
"1424",4,183,545,"/",1,"aoa1","jumper.pla",13,4,84,4,4,2,1,2,11,2314
"1425",4,184,542,"/",1,"aoa1","lion.pla",3,1,85,1,5,2,1,2,11,1423
"1426",4,185,570,"/",1,"aoa1","jumper.pla",13,4,85,2,5,2,1,2,11,1423
"1427",4,186,516,"/",1,"aoa1","orange.pla",7,2,85,3,5,2,1,2,11,1423
"1428",4,187,519,"/",1,"aoa1","scissors.pla",10,3,85,4,5,2,1,2,11,1423
"1429",4,188,519,"/",1,"aoa1","jumper.pla",13,4,86,1,6,2,1,2,11,4312
"1430",4,189,483,"/",1,"aoa1","scissors.pla",10,3,86,2,6,2,1,2,11,4312
"1431",4,190,500,"/",1,"aoa1","lion.pla",3,1,86,3,6,2,1,2,11,4312
"1432",4,191,471,"/",1,"aoa1","orange.pla",7,2,86,4,6,2,1,2,11,4312
"1433",4,192,594,"/",1,"aoa1","hammer.pla",11,3,17,1,1,2,1,1,3,3214
"1434",4,193,491,"/",1,"aoa1","scissors.pla",10,3,17,2,1,2,1,1,3,3214
"1435",4,194,552,"/",1,"aoa1","ptbrush.pla",9,3,17,3,1,2,1,1,3,3214
"1436",4,195,559,"/",1,"aoa1","ladder.pla",12,3,17,4,1,2,1,1,3,3214
"1437",4,196,630,"/",1,"aoa1","ptbrush.pla",9,3,18,1,2,2,1,1,3,1342
"1438",4,197,563,"/",1,"aoa1","hammer.pla",11,3,18,2,2,2,1,1,3,1342
"1439",4,198,469,"/",1,"aoa1","ladder.pla",12,3,18,3,2,2,1,1,3,1342
"1440",4,199,588,"/",1,"aoa1","scissors.pla",10,3,18,4,2,2,1,1,3,1342
"1441",4,200,494,"/",1,"aoa1","ladder.pla",12,3,19,1,3,2,1,1,3,4123
"1442",4,201,550,"/",1,"aoa1","ptbrush.pla",9,3,19,2,3,2,1,1,3,4123
"1443",4,202,504,"/",1,"aoa1","scissors.pla",10,3,19,3,3,2,1,1,3,4123
"1444",4,203,560,"/",1,"aoa1","hammer.pla",11,3,19,4,3,2,1,1,3,4123
"1445",4,204,506,"/",1,"aoa1","scissors.pla",10,3,20,1,4,2,1,1,3,2431
"1446",4,205,607,"/",1,"aoa1","ladder.pla",12,3,20,2,4,2,1,1,3,2431
"1447",4,206,474,"/",1,"aoa1","hammer.pla",11,3,20,3,4,2,1,1,3,2431
"1448",4,207,525,"/",1,"aoa1","ptbrush.pla",9,3,20,4,4,2,1,1,3,2431
"1449",4,208,512,"/",1,"aoa1","hammer.pla",11,3,21,1,5,2,1,1,3,3142
"1450",4,209,520,"/",1,"aoa1","ptbrush.pla",9,3,21,2,5,2,1,1,3,3142
"1451",4,210,441,"/",1,"aoa1","ladder.pla",12,3,21,3,5,2,1,1,3,3142
"1452",4,211,442,"/",1,"aoa1","scissors.pla",10,3,21,4,5,2,1,1,3,3142
"1453",4,212,478,"/",1,"aoa1","ladder.pla",12,3,22,1,6,2,1,1,3,4231
"1454",4,213,473,"/",1,"aoa1","scissors.pla",10,3,22,2,6,2,1,1,3,4231
"1455",4,214,542,"/",1,"aoa1","hammer.pla",11,3,22,3,6,2,1,1,3,4231
"1456",4,215,453,"/",1,"aoa1","ptbrush.pla",9,3,22,4,6,2,1,1,3,4231
"1473",4,236,604,"/",1,"aoa1","pliers.pla",30,8,57,1,1,2,2,1,8,2431
"1474",4,237,560,"/",1,"aoa1","spanner.pla",32,8,57,2,1,2,2,1,8,2431
"1475",4,238,559,"/",1,"aoa1","broom.pla",31,8,57,3,1,2,2,1,8,2431
"1476",4,239,510,"/",1,"aoa1","chisel.pla",29,8,57,4,1,2,2,1,8,2431
"1477",4,240,474,"/",1,"aoa1","spanner.pla",32,8,58,1,2,2,2,1,8,4213
"1478",4,241,479,"/",1,"aoa1","pliers.pla",30,8,58,2,2,2,2,1,8,4213
"1479",4,242,491,"/",1,"aoa1","chisel.pla",29,8,58,3,2,2,2,1,8,4213
"1480",4,243,514,"/",1,"aoa1","broom.pla",31,8,58,4,2,2,2,1,8,4213
"1481",4,244,572,"/",1,"aoa1","pliers.pla",30,8,59,1,3,2,2,1,8,2134
"1482",4,245,478,"/",1,"aoa1","chisel.pla",29,8,59,2,3,2,2,1,8,2134
"1483",4,246,516,"/",1,"aoa1","broom.pla",31,8,59,3,3,2,2,1,8,2134
"1484",4,247,466,"/",1,"aoa1","spanner.pla",32,8,59,4,3,2,2,1,8,2134
"1485",4,248,545,"/",1,"aoa1","chisel.pla",29,8,60,1,4,2,2,1,8,1243
"1486",4,249,582,"/",1,"aoa1","pliers.pla",30,8,60,2,4,2,2,1,8,1243
"1487",4,250,556,"/",1,"aoa1","spanner.pla",32,8,60,3,4,2,2,1,8,1243
"1488",4,251,663,"/",1,"aoa1","broom.pla",31,8,60,4,4,2,2,1,8,1243
"1489",4,252,500,"/",1,"aoa1","spanner.pla",32,8,61,1,5,2,2,1,8,4312
"1490",4,253,595,"/",1,"aoa1","broom.pla",31,8,61,2,5,2,2,1,8,4312
"1491",4,254,537,"/",1,"aoa1","chisel.pla",29,8,61,3,5,2,2,1,8,4312
"1492",4,255,624,"/",1,"aoa1","pliers.pla",30,8,61,4,5,2,2,1,8,4312
"1493",4,256,673,"/",1,"aoa1","broom.pla",31,8,62,1,6,2,2,1,8,3124
"1494",4,257,647,"/",1,"aoa1","chisel.pla",29,8,62,2,6,2,2,1,8,3124
"1495",4,258,541,"/",1,"aoa1","pliers.pla",30,8,62,3,6,2,2,1,8,3124
"1496",4,259,409,"/",1,"aoa1","spanner.pla",32,8,62,4,6,2,2,1,8,3124
"1497",4,260,521,"/",1,"aoa1","pepper.pla",18,8,121,1,1,2,2,2,16,1432
"1498",4,261,525,"/",1,"aoa1","chisel.pla",29,6,121,2,1,2,2,2,16,1432
"1499",4,262,550,"/",1,"aoa1","ostrich.pla",27,7,121,3,1,2,2,2,16,1432
"1500",4,263,471,"/",1,"aoa1","tights.pla",23,5,121,4,1,2,2,2,16,1432
"1501",4,264,482,"/",1,"aoa1","chisel.pla",29,6,122,1,2,2,2,2,16,4123
"1502",4,265,586,"/",1,"aoa1","pepper.pla",18,7,122,2,2,2,2,2,16,4123
"1503",4,266,691,"/",1,"aoa1","tights.pla",23,5,122,3,2,2,2,2,16,4123
"1504",4,267,538,"/",1,"aoa1","ostrich.pla",27,8,122,4,2,2,2,2,16,4123
"1505",4,268,474,"/",1,"aoa1","tights.pla",23,6,123,1,3,2,2,2,16,2314
"1506",4,269,474,"/",1,"aoa1","ostrich.pla",27,7,123,2,3,2,2,2,16,2314
"1507",4,270,519,"/",1,"aoa1","pepper.pla",18,5,123,3,3,2,2,2,16,2314
"1508",4,271,499,"/",1,"aoa1","chisel.pla",29,8,123,4,3,2,2,2,16,2314
"1509",4,272,522,"/",1,"aoa1","ostrich.pla",27,5,124,1,4,2,2,2,16,3241
"1510",4,273,483,"/",1,"aoa1","tights.pla",23,8,124,2,4,2,2,2,16,3241
"1511",4,274,532,"/",1,"aoa1","chisel.pla",29,6,124,3,4,2,2,2,16,3241
"1512",4,275,601,"/",1,"aoa1","pepper.pla",18,7,124,4,4,2,2,2,16,3241
"1513",4,276,533,"/",1,"aoa1","tights.pla",23,7,125,1,5,2,2,2,16,2413
"1514",4,277,599,"/",1,"aoa1","chisel.pla",29,8,125,2,5,2,2,2,16,2413
"1515",4,278,573,"/",1,"aoa1","pepper.pla",18,5,125,3,5,2,2,2,16,2413
"1516",4,279,564,"/",1,"aoa1","ostrich.pla",27,6,125,4,5,2,2,2,16,2413
"1517",4,280,615,"/",1,"aoa1","pepper.pla",18,7,126,1,6,2,2,2,16,1234
"1518",4,281,521,"/",1,"aoa1","tights.pla",23,5,126,2,6,2,2,2,16,1234
"1519",4,282,585,"/",1,"aoa1","ostrich.pla",27,6,126,3,6,2,2,2,16,1234
"1520",4,283,694,"/",1,"aoa1","chisel.pla",29,8,126,4,6,2,2,2,16,1234
"1521",4,284,580,"/",1,"aoa1","eagle.pla",28,7,49,1,1,2,2,1,7,4213
"1522",4,285,612,"/",1,"aoa1","beetle.pla",26,7,49,2,1,2,2,1,7,4213
"1523",4,286,623,"/",1,"aoa1","camel.pla",25,7,49,3,1,2,2,1,7,4213
"1524",4,287,569,"/",1,"aoa1","ostrich.pla",27,7,49,4,1,2,2,1,7,4213
"1525",4,288,615,"/",1,"aoa1","beetle.pla",26,7,50,1,2,2,2,1,7,2341
"1526",4,289,573,"/",1,"aoa1","ostrich.pla",27,7,50,2,2,2,2,1,7,2341
"1527",4,290,526,"/",1,"aoa1","eagle.pla",28,7,50,3,2,2,2,1,7,2341
"1528",4,291,494,"/",1,"aoa1","camel.pla",25,7,50,4,2,2,2,1,7,2341
"1529",4,292,615,"/",1,"aoa1","ostrich.pla",27,7,51,1,3,2,2,1,7,3124
"1531",4,294,492,"/",1,"aoa1","beetle.pla",26,7,51,3,3,2,2,1,7,3124
"1532",4,295,512,"/",1,"aoa1","eagle.pla",28,7,51,4,3,2,2,1,7,3124
"1533",4,296,448,"/",1,"aoa1","camel.pla",25,7,52,1,4,2,2,1,7,1432
"1534",4,297,445,"/",1,"aoa1","eagle.pla",28,7,52,2,4,2,2,1,7,1432
"1535",4,298,497,"/",1,"aoa1","ostrich.pla",27,7,52,3,4,2,2,1,7,1432
"1536",4,299,475,"/",1,"aoa1","beetle.pla",26,7,52,4,4,2,2,1,7,1432
"1537",4,300,434,"/",1,"aoa1","eagle.pla",28,7,53,1,5,2,2,1,7,4213
"1538",4,301,463,"/",1,"aoa1","beetle.pla",26,7,53,2,5,2,2,1,7,4213
"1539",4,302,458,"/",1,"aoa1","camel.pla",25,7,53,3,5,2,2,1,7,4213
"1540",4,303,464,"/",1,"aoa1","ostrich.pla",27,7,53,4,5,2,2,1,7,4213
"1541",4,304,475,"/",1,"aoa1","beetle.pla",26,7,54,1,6,2,2,1,7,2341
"1542",4,305,491,"/",1,"aoa1","ostrich.pla",27,7,54,2,6,2,2,1,7,2341
"1543",4,306,492,"/",1,"aoa1","eagle.pla",28,7,54,3,6,2,2,1,7,2341
"1544",4,307,420,"/",1,"aoa1","camel.pla",25,7,54,4,6,2,2,1,7,2341
"1545",4,308,502,"/",1,"aoa1","cherry.pla",17,5,113,1,1,2,2,2,15,1432
"1546",4,309,534,"/",1,"aoa1","pliers.pla",30,8,113,2,1,2,2,2,15,1432
"1547",4,310,482,"/",1,"aoa1","eagle.pla",28,7,113,3,1,2,2,2,15,1432
"1548",4,311,448,"/",1,"aoa1","shawl.pla",24,6,113,4,1,2,2,2,15,1432
"1549",4,312,465,"/",1,"aoa1","eagle.pla",28,7,114,1,2,2,2,2,15,3214
"1550",4,313,448,"/",1,"aoa1","shawl.pla",24,6,114,2,2,2,2,2,15,3214
"1551",4,314,700,"/",1,"aoa1","cherry.pla",17,5,114,3,2,2,2,2,15,3214
"1552",4,315,546,"/",1,"aoa1","pliers.pla",30,8,114,4,2,2,2,2,15,3214
"1553",4,316,420,"/",1,"aoa1","shawl.pla",24,6,115,1,3,2,2,2,15,2143
"1554",4,317,454,"/",1,"aoa1","cherry.pla",17,5,115,2,3,2,2,2,15,2143
"1555",4,318,573,"/",1,"aoa1","pliers.pla",30,8,115,3,3,2,2,2,15,2143
"1556",4,319,505,"/",1,"aoa1","eagle.pla",28,7,115,4,3,2,2,2,15,2143
"1557",4,320,536,"/",1,"aoa1","pliers.pla",30,8,116,1,4,2,2,2,15,4321
"1558",4,321,549,"/",1,"aoa1","eagle.pla",28,7,116,2,4,2,2,2,15,4321
"1559",4,322,541,"/",1,"aoa1","shawl.pla",24,6,116,3,4,2,2,2,15,4321
"1560",4,323,576,"/",1,"aoa1","cherry.pla",17,5,116,4,4,2,2,2,15,4321
"1561",4,324,512,"/",1,"aoa1","shawl.pla",24,6,117,1,5,2,2,2,15,2413
"1562",4,325,536,"/",1,"aoa1","pliers.pla",30,8,117,2,5,2,2,2,15,2413
"1563",4,326,424,"/",1,"aoa1","cherry.pla",17,5,117,3,5,2,2,2,15,2413
"1564",4,327,455,"/",1,"aoa1","eagle.pla",28,7,117,4,5,2,2,2,15,2413
"1565",4,328,445,"/",1,"aoa1","cherry.pla",17,5,118,1,6,2,2,2,15,1342
"1566",4,329,469,"/",1,"aoa1","eagle.pla",28,7,118,2,6,2,2,2,15,1342
"1567",4,330,538,"/",1,"aoa1","pliers.pla",30,8,118,3,6,2,2,2,15,1342
"1568",4,331,481,"/",1,"aoa1","shawl.pla",24,6,118,4,6,2,2,2,15,1342
"1569",4,334,583,"/",1,"aoa1","broom.pla",31,8,105,1,1,2,2,2,14,4123
"1570",4,335,540,"/",1,"aoa1","lettuce.pla",20,5,105,2,1,2,2,2,14,4123
"1571",4,336,574,"/",1,"aoa1","waistct.pla",22,6,105,3,1,2,2,2,14,4123
"1572",4,337,534,"/",1,"aoa1","camel.pla",25,7,105,4,1,2,2,2,14,4123
"1573",4,338,436,"/",1,"aoa1","waistct.pla",22,6,106,1,2,2,2,2,14,2431
"1574",4,339,520,"/",1,"aoa1","broom.pla",31,8,106,2,2,2,2,2,14,2431
